/////////////////////////////////////////////////////////////////////////////////////////////////////
//                            Table 1 (Sudan 1976 against 2014 Strands)                            //
/////////////////////////////////////////////////////////////////////////////////////////////////////

Sudan Ebola Strain	Insertions	Deletions	Synonymous Mutations	Non-synonymous Mutations	Match		Mismatch
----------------------------------------------------------------------------------------------------------------------------------------------
KM233040.txt		324		306		3064			1689				10865		4423		
KM233041.txt		324		306		3064			1689				10865		4423		
KM233042.txt		324		306		3063			1690				10864		4424		
KM233043.txt		324		306		3064			1689				10865		4423		
KM233044.txt		324		306		3064			1689				10866		4422		
KM233045.txt		324		306		3064			1689				10865		4423		
KM233046.txt		324		306		3064			1689				10865		4423		
KM233047.txt		324		306		3064			1689				10865		4423		
KM233048.txt		324		306		3063			1690				10864		4424		
KM233049.txt		324		306		3064			1689				10865		4423		
KM233050.txt		324		306		3063			1690				10864		4424		
KM233051.txt		324		306		3063			1690				10864		4424		
KM233052.txt		324		306		3063			1690				10864		4424		
KM233053.txt		324		306		3064			1689				10864		4424		
KM233054.txt		324		306		3064			1689				10865		4423		
KM233055.txt		324		306		3064			1689				10865		4423		
KM233056.txt		324		306		3064			1689				10865		4423		
KM233057.txt		324		306		3064			1689				10865		4423		
KM233058.txt		324		306		3064			1689				10865		4423		
KM233059.txt		324		306		3064			1689				10865		4423		
KM233060.txt		324		306		3064			1689				10865		4423		
KM233061.txt		324		306		3063			1690				10864		4424		
KM233062.txt		324		306		3064			1689				10865		4423		
KM233063.txt		324		306		3064			1689				10865		4423		
KM233064.txt		324		306		3064			1689				10865		4423		
KM233065.txt		324		306		3065			1688				10865		4423		
KM233066.txt		324		306		3065			1688				10865		4423		
KM233067.txt		324		306		3065			1688				10865		4423		
KM233068.txt		324		306		3065			1688				10865		4423		
KM233069.txt		324		306		3063			1690				10864		4424		
KM233070.txt		324		306		3063			1690				10864		4424		
KM233071.txt		324		306		3064			1689				10865		4423		
KM233072.txt		324		306		3064			1689				10865		4423		
KM233073.txt		324		306		3064			1689				10865		4423		
KM233074.txt		324		306		3064			1689				10865		4423		
KM233075.txt		324		306		3064			1689				10864		4424		
KM233076.txt		324		306		3064			1689				10865		4423		
KM233077.txt		324		306		3064			1689				10865		4423		
KM233078.txt		324		306		3064			1689				10865		4423		
KM233079.txt		324		306		3064			1689				10865		4423		
KM233080.txt		324		306		3064			1689				10864		4424		
KM233081.txt		324		306		3064			1689				10865		4423		
KM233082.txt		324		306		3064			1689				10865		4423		
KM233083.txt		324		306		3064			1689				10865		4423		
KM233084.txt		324		306		3064			1689				10865		4423		
KM233085.txt		324		306		3064			1689				10865		4423		
KM233086.txt		324		306		3064			1689				10865		4423		
KM233087.txt		324		306		3063			1690				10864		4424		
KM233088.txt		324		306		3063			1690				10864		4424		
KM233089.txt		324		306		3064			1689				10865		4423		
KM233090.txt		324		306		3064			1689				10865		4423		
KM233091.txt		324		306		3063			1690				10864		4424		
KM233092.txt		324		306		3064			1689				10865		4423		
KM233093.txt		324		306		3064			1689				10864		4424		
KM233094.txt		324		306		3064			1689				10865		4423		
KM233095.txt		324		306		3064			1689				10865		4423		
KM233096.txt		324		306		3064			1689				10865		4423		
KM233097.txt		324		306		3064			1688				10865		4423		
KM233098.txt		324		306		3063			1690				10864		4424		
KM233099.txt		324		306		3063			1690				10864		4424		
KM233100.txt		324		306		3064			1689				10865		4423		
KM233101.txt		324		306		3064			1689				10865		4423		
KM233102.txt		324		306		3063			1690				10864		4424		
KM233103.txt		324		306		3064			1689				10865		4423		
KM233104.txt		324		306		3063			1690				10864		4424		
KM233105.txt		324		306		3064			1689				10865		4423		
KM233106.txt		324		306		3064			1689				10865		4423		
KM233107.txt		324		306		3064			1689				10865		4423		
KM233108.txt		324		306		3064			1689				10865		4423		
KM233109.txt		324		306		3064			1689				10864		4424		
KM233110.txt		324		306		3063			1690				10864		4424		
KM233111.txt		324		306		3064			1689				10865		4423		
KM233112.txt		324		306		3063			1690				10864		4424		
KM233113.txt		324		306		3064			1689				10864		4424		
KM233114.txt		324		306		3064			1689				10864		4424		
KM233115.txt		324		306		3063			1690				10864		4424		
KM233116.txt		324		306		3064			1689				10865		4423		
KM233117.txt		324		306		3064			1689				10865		4423		
KM233118.txt		324		306		3064			1689				10865		4423		



/////////////////////////////////////////////////////////////////////////////////////////////////////
//                            Table 2 (Zaire 1976 against 2014 Strands)                            //
/////////////////////////////////////////////////////////////////////////////////////////////////////

Zaire Ebola Strain	Insertions	Deletions	Synonymous Mutations	Non-synonymous Mutations	Match		Mismatch
----------------------------------------------------------------------------------------------------------------------------------------------
KM233040.txt		0		0		5057			147				15245		367		
KM233041.txt		0		0		5057			147				15245		367		
KM233042.txt		0		0		5056			148				15244		368		
KM233043.txt		0		0		5057			147				15245		367		
KM233044.txt		0		0		5057			147				15244		368		
KM233045.txt		0		0		5057			147				15245		367		
KM233046.txt		0		0		5057			147				15245		367		
KM233047.txt		0		0		5057			147				15245		367		
KM233048.txt		0		0		5056			148				15244		368		
KM233049.txt		0		0		5057			147				15245		367		
KM233050.txt		0		0		5056			148				15244		368		
KM233051.txt		0		0		5056			148				15244		368		
KM233052.txt		0		0		5056			148				15244		368		
KM233053.txt		0		0		5056			148				15244		368		
KM233054.txt		0		0		5057			147				15245		367		
KM233055.txt		0		0		5057			147				15245		367		
KM233056.txt		0		0		5057			147				15245		367		
KM233057.txt		0		0		5057			147				15245		367		
KM233058.txt		0		0		5057			147				15245		367		
KM233059.txt		0		0		5057			147				15245		367		
KM233060.txt		0		0		5057			147				15245		367		
KM233061.txt		0		0		5056			148				15244		368		
KM233062.txt		0		0		5057			147				15245		367		
KM233063.txt		0		0		5057			147				15245		367		
KM233064.txt		0		0		5057			147				15245		367		
KM233065.txt		0		0		5056			148				15244		368		
KM233066.txt		0		0		5056			148				15244		368		
KM233067.txt		0		0		5056			148				15244		368		
KM233068.txt		0		0		5056			148				15244		368		
KM233069.txt		0		0		5056			148				15244		368		
KM233070.txt		0		0		5056			148				15244		368		
KM233071.txt		0		0		5057			147				15245		367		
KM233072.txt		0		0		5057			147				15245		367		
KM233073.txt		0		0		5057			147				15245		367		
KM233074.txt		0		0		5057			147				15243		369		
KM233075.txt		0		0		5057			147				15244		368		
KM233076.txt		0		0		5057			147				15245		367		
KM233077.txt		0		0		5057			147				15245		367		
KM233078.txt		0		0		5057			147				15245		367		
KM233079.txt		0		0		5057			147				15245		367		
KM233080.txt		0		0		5057			147				15244		368		
KM233081.txt		0		0		5057			147				15245		367		
KM233082.txt		0		0		5057			147				15245		367		
KM233083.txt		0		0		5057			147				15245		367		
KM233084.txt		0		0		5057			147				15245		367		
KM233085.txt		0		0		5057			147				15245		367		
KM233086.txt		0		0		5057			147				15244		368		
KM233087.txt		0		0		5056			148				15244		368		
KM233088.txt		0		0		5056			148				15244		368		
KM233089.txt		0		0		5057			147				15245		367		
KM233090.txt		0		0		5057			147				15244		368		
KM233091.txt		0		0		5056			148				15244		368		
KM233092.txt		0		0		5057			147				15243		369		
KM233093.txt		0		0		5057			147				15244		368		
KM233094.txt		0		0		5057			147				15245		367		
KM233095.txt		0		0		5057			147				15244		368		
KM233096.txt		0		0		5057			147				15244		368		
KM233097.txt		0		0		5056			148				15244		368		
KM233098.txt		0		0		5056			148				15244		368		
KM233099.txt		0		0		5056			148				15244		368		
KM233100.txt		0		0		5057			147				15244		368		
KM233101.txt		0		0		5057			147				15244		368		
KM233102.txt		0		0		5056			148				15243		369		
KM233103.txt		0		0		5057			147				15243		369		
KM233104.txt		0		0		5056			148				15244		368		
KM233105.txt		0		0		5057			147				15245		367		
KM233106.txt		0		0		5057			147				15245		367		
KM233107.txt		0		0		5057			147				15245		367		
KM233108.txt		0		0		5057			147				15245		367		
KM233109.txt		0		0		5056			148				15243		369		
KM233110.txt		0		0		5056			148				15244		368		
KM233111.txt		0		0		5057			147				15245		367		
KM233112.txt		0		0		5056			148				15244		368		
KM233113.txt		0		0		5057			147				15244		368		
KM233114.txt		0		0		5057			147				15244		368		
KM233115.txt		0		0		5056			148				15244		368		
KM233116.txt		0		0		5057			147				15245		367		
KM233117.txt		0		0		5057			147				15245		367		
KM233118.txt		0		0		5057			147				15245		367		



/////////////////////////////////////////////////////////////////////////////////////////////////////
//                               Table 3 (Sudan Individual Genes)                                  //
/////////////////////////////////////////////////////////////////////////////////////////////////////

Gene	Insertions	Deletions	Synonymous Mutations	Non-synonymous Mutations	Match		Mismatch
----------------------------------------------------------------------------------------------------------------------------------------------
GP1	4266		4266		26939			20382				106255		49928		
GP2	1580		3476		15247			10744				58223		26702		
L	8453		7979		108846			53577				369859		146169		
NP	3950		3713		33652			18883				123712		47718		
VP24	790		790		12798			6004				42579		16355		
VP30	1501		1501		12798			7742				46373		20619		
VP35	3871		1264		15879			7821				55458		21488		
VP40	1185		1185		15883			8291				55852		20462		



/////////////////////////////////////////////////////////////////////////////////////////////////////
//                               Table 4 (Zaire Individual Genes)                                  //
/////////////////////////////////////////////////////////////////////////////////////////////////////

Gene	Insertions	Deletions	Synonymous Mutations	Non-synonymous Mutations	Match		Mismatch
----------------------------------------------------------------------------------------------------------------------------------------------
GP1	0		0		51113			2370				155788		4661		
GP2	0		0		28124			711				84846		1659		
L	0		0		170149			4678				511105		13376		
NP	0		0		56246			2214				170396		4984		
VP24	0		0		19354			554				58379		1345		
VP30	0		0		22752			79				67545		948		
VP35	0		0		26386			553				79868		949		
VP40	0		0		25354			479				76383		1116		



/////////////////////////////////////////////////////////////////////////////////////////////////////
//                               Table 5 (Statistics for Tab 1-4)                                  //
/////////////////////////////////////////////////////////////////////////////////////////////////////

Stat			Insertions	Deletions	Synonymous Mutations	Non-synonymous Mutations	Match		Mismatch
----------------------------------------------------------------------------------------------------------------------------------------------
Sudan Seq Average	324		306		3063.8			1689.1				10864		4423.3		
Sudan Seq Std Dev	0		0		0.5002			0.5171				0.4897		0.4897		

Zaire Seq Average	0		0		5056.6			147.31				15244		367.56		
Zaire Seq Std Dev	0		0		0.468			0.468				0.6135		0.6135		

Sudan Gene Average	3199.5		3021.7		30255			16680				107288		43680		
Sudan Gene Std Dev	2538.9		2407.2		32616			15847				110098		43355		

Zaire Gene Average	0		0		49934			1454.7				150538		3629.7		
Zaire Gene Std Dev	0		0		50428			1550.3				151478		4270.9		

